YEAR,SERIAL,HWTSUPP,CPSID,ASECFLAG,HFLAG,METAREA,MONTH,PERNUM,CPSIDP,WTSUPP,SEX,RACE,OCC2010,INCTOT
2013,93562,1326.88,0.0,1,,7365,3,1,0.0,1326.88,2,100,420,39000
2013,93562,1326.88,0.0,1,,7365,3,2,0.0,1326.88,1,100,6260,30000
2013,93562,1326.88,0.0,1,,7365,3,3,0.0,1522.28,2,100,3650,20560
2013,93562,1326.88,0.0,1,,7365,3,4,0.0,1370.7,1,100,9920,99999999
2013,93563,1326.88,0.0,1,,7365,3,1,0.0,1326.88,2,100,4230,10000
2013,93563,1326.88,0.0,1,,7365,3,2,0.0,1326.88,1,100,9920,16591
2013,93563,1326.88,0.0,1,,7365,3,3,0.0,1968.2,1,100,5620,0
2013,93564,1849.72,0.0,1,,7365,3,1,0.0,1849.72,2,200,5560,108280
2013,93564,1849.72,0.0,1,,7365,3,2,0.0,2091.01,1,200,9920,0
2013,93565,1829.27,0.0,1,,7365,3,1,0.0,1829.27,1,200,5610,15555
2013,93565,1829.27,0.0,1,,7365,3,2,0.0,1829.27,2,200,3640,35000
2013,93566,1532.99,0.0,1,,7365,3,1,0.0,1532.99,2,200,3130,48019
2013,93566,1532.99,0.0,1,,7365,3,2,0.0,1532.99,1,200,3740,50000
2013,93566,1532.99,0.0,1,,7365,3,3,0.0,1550.22,1,200,9920,99999999
2013,93566,1532.99,0.0,1,,7365,3,4,0.0,2586.86,1,200,9920,99999999
2013,93567,1297.85,0.0,1,,7365,3,1,0.0,1297.85,1,100,9920,6000
2013,93567,1297.85,0.0,1,,7365,3,2,0.0,1297.85,2,100,9920,8810
2013,93568,1841.49,0.0,1,,7365,3,1,0.0,1841.49,2,651,5860,20637
2013,93568,1841.49,0.0,1,,7365,3,2,0.0,1841.49,1,651,8760,17670
2013,93568,1841.49,0.0,1,,7365,3,3,0.0,1835.67,1,651,3300,33280
2013,93568,1841.49,0.0,1,,7365,3,4,0.0,2024.7,2,651,4720,4000
2013,93569,1522.28,0.0,1,,7365,3,1,0.0,1522.28,2,100,5000,20100
2013,93569,1522.28,0.0,1,,7365,3,2,0.0,1522.28,1,100,8140,71302
2013,93570,1614.87,0.0,1,,7365,3,1,0.0,1614.87,1,100,5240,68055
2013,93570,1614.87,0.0,1,,7365,3,2,0.0,1614.87,2,100,730,28000
2013,93571,1858.59,0.0,1,,7365,3,1,0.0,1858.59,1,200,110,88000
2013,93572,2079.85,0.0,1,,7365,3,1,0.0,2079.85,1,200,850,69600
2013,93573,1814.39,0.0,1,,7365,3,1,0.0,1814.39,2,200,8320,27213
2013,93573,1814.39,0.0,1,,7365,3,2,0.0,1518.02,2,200,4720,18850
2013,93573,1814.39,0.0,1,,7365,3,3,0.0,1801.43,1,200,9920,10000
2013,93574,1291.64,0.0,1,,7365,3,1,0.0,1291.64,2,100,800,108030
2013,93574,1291.64,0.0,1,,7365,3,2,0.0,1291.64,1,100,9920,3000
2013,93575,1582.21,0.0,1,,7365,3,1,0.0,1582.21,2,651,8965,63110
2013,93575,1582.21,0.0,1,,7365,3,2,0.0,1582.21,1,651,620,106153
2013,93576,1621.11,0.0,1,,7365,3,1,0.0,1621.11,1,100,110,160081
2013,93576,1621.11,0.0,1,,7365,3,2,0.0,1621.11,2,100,800,20000
2013,93576,1621.11,0.0,1,,7365,3,3,0.0,1817.91,2,100,9920,99999999
2013,93576,1621.11,0.0,1,,7365,3,4,0.0,1556.56,2,100,9920,99999999
2013,93576,1621.11,0.0,1,,7365,3,5,0.0,1504.69,1,100,9920,99999999
2013,93577,1598.74,0.0,1,,7365,3,1,0.0,1598.74,2,100,9920,0
2013,93577,1598.74,0.0,1,,7365,3,2,0.0,1598.74,1,100,3010,302604
2013,93577,1598.74,0.0,1,,7365,3,3,0.0,1421.95,2,100,9920,12510
2013,93577,1598.74,0.0,1,,7365,3,4,0.0,1421.95,2,100,9920,0
2013,93578,1888.08,0.0,1,,7365,3,1,0.0,1888.08,2,100,130,90034
2013,93578,1888.08,0.0,1,,7365,3,2,0.0,1888.08,1,100,3730,54081
2013,93578,1888.08,0.0,1,,7365,3,3,0.0,1558.13,1,100,9920,11957
2013,93578,1888.08,0.0,1,,7365,3,4,0.0,1672.13,2,100,9920,99999999
2013,93579,1975.58,0.0,1,,7365,3,1,0.0,1975.58,1,651,9920,76
2013,93579,1975.58,0.0,1,,7365,3,2,0.0,1975.58,2,651,5000,37016
2013,93579,1975.58,0.0,1,,7365,3,3,0.0,1803.78,2,651,1020,30000
2013,93579,1975.58,0.0,1,,7365,3,4,0.0,2052.53,2,651,710,49000
2013,93579,1975.58,0.0,1,,7365,3,5,0.0,2052.53,1,651,2200,197000
2013,93579,1975.58,0.0,1,,7365,3,6,0.0,2351.2,1,651,9920,99999999
2013,93579,1975.58,0.0,1,,7365,3,7,0.0,1514.69,2,651,9920,99999999
2013,93580,1631.62,0.0,1,,7365,3,1,0.0,1631.62,1,100,3010,221750
2013,93580,1631.62,0.0,1,,7365,3,2,0.0,1631.62,2,100,3310,39250
2013,93580,1631.62,0.0,1,,7365,3,3,0.0,1679.97,2,100,9920,99999999
2013,93581,1582.21,0.0,1,,7365,3,1,0.0,1582.21,2,651,9920,0
2013,93581,1582.21,0.0,1,,7365,3,2,0.0,1582.21,1,651,9920,0
2013,93581,1582.21,0.0,1,,7365,3,3,0.0,1380.0,2,651,9920,99999999
2013,93581,1582.21,0.0,1,,7365,3,4,0.0,1823.39,2,651,9920,99999999
2013,93582,1555.73,0.0,1,,7365,3,1,0.0,1555.73,1,651,9920,50499
2013,93582,1555.73,0.0,1,,7365,3,2,0.0,1555.73,2,651,9920,29299
2013,93583,1735.94,0.0,1,,7365,3,1,0.0,1735.94,1,100,1010,129393
2013,93583,1735.94,0.0,1,,7365,3,2,0.0,1735.94,2,651,3300,58665
2013,93583,1735.94,0.0,1,,7365,3,3,0.0,1684.94,1,803,9920,1
2013,93583,1735.94,0.0,1,,7365,3,4,0.0,1934.55,2,803,9920,1
2013,93585,3037.63,20111200667600.0,1,,7365,3,1,20111200667601.0,3037.63,1,100,3030,100024
2013,93587,2987.12,20111200664700.0,1,,7365,3,1,20111200664701.0,2987.12,1,100,5620,23271
2013,93588,1583.59,20121200766000.0,1,,7365,3,1,20121200766001.0,1583.59,1,100,220,131151
2013,93588,1583.59,20121200766000.0,1,,7365,3,2,20121200766002.0,1583.59,2,100,430,43551
2013,93588,1583.59,20121200766000.0,1,,7365,3,3,20121200766004.0,1468.92,2,100,9920,99999999
2013,93588,1583.59,20121200766000.0,1,,7365,3,4,20121200766003.0,1621.32,2,100,9920,99999999
2013,93589,2742.39,20111200751100.0,1,,7365,3,1,20111200751101.0,2742.39,2,802,9920,225
2013,93589,2742.39,20111200751100.0,1,,7365,3,2,20111200751102.0,2742.39,1,100,6050,170573
2013,93590,3279.06,20111200612800.0,1,,7365,3,1,20111200612801.0,3279.06,1,100,9920,84769
2013,93590,3279.06,20111200612800.0,1,,7365,3,2,20111200612802.0,3279.06,2,100,9920,47113
2013,93591,2236.01,20111200820000.0,1,,7365,3,1,20111200820001.0,2236.01,1,651,9920,38939
2013,93591,2236.01,20111200820000.0,1,,7365,3,2,20111200820002.0,2236.01,2,651,4510,79199
2013,93593,3441.72,20120100682000.0,1,,7365,3,1,20120100682001.0,3441.72,1,100,2040,18000
2013,93594,3692.66,20120100724100.0,1,,7365,3,1,20120100724101.0,3692.66,1,100,9920,30000
2013,93594,3692.66,20120100724100.0,1,,7365,3,2,20120100724102.0,3692.66,2,100,4700,18000
2013,93595,3579.92,20120100661200.0,1,,7365,3,1,20120100661201.0,3579.92,1,100,9920,130500
2013,93596,2846.78,20120200729500.0,1,,7365,3,1,20120200729501.0,2846.78,1,100,9920,118499
2013,93596,2846.78,20120200729500.0,1,,7365,3,2,20120200729502.0,2846.78,2,100,9920,104199
2013,93597,3233.45,20120200640700.0,1,,7365,3,1,20120200640701.0,3233.45,1,100,9920,188624
2013,93597,3233.45,20120200640700.0,1,,7365,3,2,20120200640702.0,3233.45,2,100,9920,568
2013,93599,3164.89,20120200796600.0,1,,7365,3,1,20120200796601.0,3164.89,2,100,9920,17243
2013,93600,1745.04,20120300705300.0,1,,7365,3,1,20120300705301.0,1745.04,1,100,4820,385000
2013,93600,1745.04,20120300705300.0,1,,7365,3,2,20120300705302.0,1745.04,2,100,9920,3000
2013,93600,1745.04,20120300705300.0,1,,7365,3,3,20120300705303.0,1893.98,2,100,9920,43200
2013,93600,1745.04,20120300705300.0,1,,7365,3,4,20120300705304.0,1654.59,2,100,9920,0
2013,93601,3123.97,20120300809400.0,1,,7365,3,1,20120300809401.0,3123.97,1,100,9920,42553
2013,93601,3123.97,20120300809400.0,1,,7365,3,2,20120300809402.0,3123.97,2,100,3940,39017
2013,93602,1828.64,20120300645700.0,1,,7365,3,1,20120300645701.0,1828.64,2,100,5700,5098
2013,93602,1828.64,20120300645700.0,1,,7365,3,2,20120300645702.0,1828.64,1,100,2700,150098
2013,93602,1828.64,20120300645700.0,1,,7365,3,3,20120300645703.0,1676.95,2,100,9920,300
2013,93602,1828.64,20120300645700.0,1,,7365,3,4,20120300645704.0,1654.59,2,100,9920,0
2013,93603,3456.59,20120300788800.0,1,,7365,3,1,20120300788801.0,3456.59,1,100,2040,97685
2013,93604,3044.75,20121200645400.0,1,,7365,3,1,20121200645401.0,3044.75,1,100,9920,14880
2013,93604,3044.75,20121200645400.0,1,,7365,3,2,20121200645402.0,2582.49,1,100,4760,12299
2013,93605,3279.06,20121200823800.0,1,,7365,3,1,20121200823801.0,3279.06,1,100,9920,100427
2013,93605,3279.06,20121200823800.0,1,,7365,3,2,20121200823802.0,3279.06,2,100,4760,10727
2013,93606,3155.02,20121200828300.0,1,,7365,3,1,20121200828301.0,3155.02,2,100,800,100528
2013,93606,3155.02,20121200828300.0,1,,7365,3,2,20121200828302.0,3155.02,1,100,410,64528
2013,93607,2987.12,20121200766500.0,1,,7365,3,1,20121200766501.0,2987.12,1,100,9130,44000
2013,93610,3692.66,20130100657000.0,1,,7365,3,1,20130100657001.0,3692.66,2,100,9920,27792
2013,93610,3692.66,20130100657000.0,1,,7365,3,2,20130100657002.0,3692.66,1,100,9920,18042
2013,93611,1891.96,20130100753100.0,1,,7365,3,1,20130100753101.0,1891.96,2,100,310,220249
2013,93611,1891.96,20130100753100.0,1,,7365,3,2,20130100753102.0,1891.96,1,100,9920,24000
2013,93611,1891.96,20130100753100.0,1,,7365,3,3,20130100753103.0,1559.76,2,100,9920,99999999
2013,93611,1891.96,20130100753100.0,1,,7365,3,4,20130100753104.0,1559.76,2,100,9920,99999999
2013,93612,3291.07,20130100725700.0,1,,7365,3,1,20130100725701.0,3291.07,2,100,420,27400
2013,93612,3291.07,20130100725700.0,1,,7365,3,2,20130100725702.0,3291.07,1,100,10,206000
2013,93613,2889.61,20130200826700.0,1,,7365,3,1,20130200826701.0,2889.61,1,100,9920,33736
2013,93616,3176.97,20130200787900.0,1,,7365,3,1,20130200787901.0,3176.97,2,100,2000,30011
2013,93616,3176.97,20130200787900.0,1,,7365,3,2,20130200787902.0,3176.97,1,100,9920,41490
2013,93617,1418.58,20130300797800.0,1,,7365,3,1,20130300797801.0,1418.58,2,100,9920,47208
2013,93617,1418.58,20130300797800.0,1,,7365,3,2,20130300797802.0,1418.58,1,100,6200,7000
2013,93617,1418.58,20130300797800.0,1,,7365,3,3,20130300797805.0,1528.42,1,100,4600,0
2013,93617,1418.58,20130300797800.0,1,,7365,3,4,20130300797804.0,1456.72,1,100,9920,0
2013,93617,1418.58,20130300797800.0,1,,7365,3,5,20130300797803.0,1368.08,1,100,9920,99999999
2013,93618,1251.54,20130300527200.0,1,,7365,3,1,20130300527201.0,1251.54,1,100,4250,5000
2013,93618,1251.54,20130300527200.0,1,,7365,3,2,20130300527202.0,1251.54,2,100,9920,7000
2013,93618,1251.54,20130300527200.0,1,,7365,3,3,20130300527204.0,1355.28,2,100,9920,0
2013,93618,1251.54,20130300527200.0,1,,7365,3,4,20130300527203.0,1751.79,1,100,9920,99999999
2013,93619,1325.44,20130300732200.0,1,,7365,3,1,20130300732201.0,1325.44,2,100,9920,1500
2013,93619,1325.44,20130300732200.0,1,,7365,3,2,20130300732202.0,1325.44,1,100,4220,74000
2013,93619,1325.44,20130300732200.0,1,,7365,3,3,20130300732205.0,1194.4,2,100,9920,99999999
2013,93619,1325.44,20130300732200.0,1,,7365,3,4,20130300732204.0,1188.16,2,100,9920,99999999
2013,93619,1325.44,20130300732200.0,1,,7365,3,5,20130300732203.0,1160.26,2,100,9920,99999999
2013,93620,3450.58,20130300640900.0,1,,7365,3,1,20130300640901.0,3450.58,1,100,2540,1906
2013,93620,3450.58,20130300640900.0,1,,7365,3,2,20130300640902.0,3685.81,1,100,5620,14276
2013,93623,3409.25,20130300614800.0,1,,7365,3,1,20130300614801.0,3409.25,2,100,9920,54011
2013,93624,3456.59,20130300784400.0,1,,7365,3,1,20130300784401.0,3456.59,1,100,9920,206786
2013,93625,1529.92,0.0,1,,7365,3,1,0.0,1529.92,2,100,9920,9149
2013,93625,1529.92,0.0,1,,7365,3,2,0.0,1529.92,1,100,4700,37349
2013,93626,3009.67,0.0,1,,7365,3,1,0.0,3009.67,1,802,1300,8400
2013,93626,3009.67,0.0,1,,7365,3,2,0.0,3009.67,2,802,5400,19890
2013,93628,1719.62,0.0,1,,7365,3,1,0.0,1719.62,1,100,220,99779
2013,93628,1719.62,0.0,1,,7365,3,2,0.0,1719.62,2,100,5700,103552
2013,93628,1719.62,0.0,1,,7365,3,3,0.0,1550.34,1,100,9920,99999999
2013,93630,1527.84,0.0,1,,7365,3,1,0.0,1527.84,1,100,3250,306308
2013,93630,1527.84,0.0,1,,7365,3,2,0.0,1527.84,2,100,3250,301308
2013,93630,1527.84,0.0,1,,7365,3,3,0.0,1634.52,1,100,9920,99999999
2013,93630,1527.84,0.0,1,,7365,3,4,0.0,1560.58,2,100,9920,99999999
2013,93630,1527.84,0.0,1,,7365,3,5,0.0,1855.61,1,100,9920,99999999
2013,93631,1749.47,0.0,1,,7365,3,1,0.0,1749.47,2,100,2100,14615
2013,93631,1749.47,0.0,1,,7365,3,2,0.0,1749.47,1,100,300,103230
2013,93631,1749.47,0.0,1,,7365,3,3,0.0,1363.72,2,100,9920,99999999
2013,93631,1749.47,0.0,1,,7365,3,4,0.0,1535.61,2,100,9920,99999999
2013,93632,1724.63,0.0,1,,7365,3,1,0.0,1724.63,1,651,4850,150000
2013,93632,1724.63,0.0,1,,7365,3,2,0.0,1724.63,2,100,9920,0
2013,93633,2055.59,0.0,1,,7365,3,1,0.0,2055.59,1,200,4850,119050
2013,93634,1904.8,0.0,1,,7365,3,1,0.0,1904.8,1,651,9920,36455
2013,93635,1904.8,0.0,1,,7365,3,1,0.0,1904.8,1,651,9920,12799
2013,93636,1824.9,0.0,1,,7365,3,1,0.0,1824.9,1,100,3000,150333
2013,93636,1824.9,0.0,1,,7365,3,2,0.0,1824.9,2,100,4610,3000
2013,93636,1824.9,0.0,1,,7365,3,3,0.0,1890.1,2,100,5810,4000
2013,93636,1824.9,0.0,1,,7365,3,4,0.0,1673.51,2,100,4150,2400
2013,93637,1413.49,0.0,1,,7365,3,1,0.0,1413.49,1,100,4810,353001
2013,93637,1413.49,0.0,1,,7365,3,2,0.0,1413.49,2,802,4810,3001
2013,93638,1738.95,0.0,1,,7365,3,1,0.0,1738.95,1,100,9920,27110
2013,93638,1738.95,0.0,1,,7365,3,2,0.0,1738.95,2,100,3060,219250
2013,93638,1738.95,0.0,1,,7365,3,3,0.0,1788.62,2,651,4110,14560
2013,93639,3212.98,20111200430600.0,1,,7365,3,1,20111200430601.0,3212.98,2,100,2700,12500
2013,93640,2820.71,20111200478700.0,1,,7365,3,1,20111200478701.0,2820.71,2,100,3630,30138
2013,93640,2820.71,20111200478700.0,1,,7365,3,2,20111200478702.0,3425.2,1,100,6700,34300
2013,93641,2977.28,20111200424900.0,1,,7365,3,1,20111200424901.0,2977.28,1,100,1020,95000
2013,93644,3134.1,20111200369100.0,1,,7365,3,1,20111200369101.0,3134.1,1,100,3930,78120
2013,93645,1886.9,20121200542700.0,1,,7365,3,1,20121200542701.0,1886.9,2,651,4110,6
2013,93645,1886.9,20121200542700.0,1,,7365,3,2,20121200542702.0,1661.35,1,651,7200,10000
2013,93647,2994.77,20111200465300.0,1,,7365,3,1,20111200465301.0,2994.77,1,100,9920,30500
2013,93649,1253.65,20111200433400.0,1,,7365,3,1,20111200433401.0,1253.65,2,100,9050,38016
2013,93649,1253.65,20111200433400.0,1,,7365,3,2,20111200433402.0,1253.65,1,651,110,95000
2013,93649,1253.65,20111200433400.0,1,,7365,3,3,20111200433403.0,2211.72,1,801,9920,99999999
2013,93650,3057.04,20111200425400.0,1,,7365,3,1,20111200425401.0,3057.04,1,100,800,54700
2013,93651,1824.92,20121200531700.0,1,,7365,3,1,20121200531701.0,1824.92,1,651,3060,318932
2013,93652,2103.5,20111200593100.0,1,,7365,3,1,20111200593101.0,2103.5,1,651,800,82623
2013,93652,2103.5,20111200593100.0,1,,7365,3,2,20111200593102.0,2103.5,2,651,2310,68623
2013,93652,2103.5,20111200593100.0,1,,7365,3,3,20111200593103.0,1683.34,1,651,9920,99999999
2013,93653,1888.69,20111200378800.0,1,,7365,3,1,20111200378801.0,1888.69,2,651,5120,48217
2013,93653,1888.69,20111200378800.0,1,,7365,3,2,20111200378802.0,1888.69,1,651,120,28883
2013,93654,2977.28,20111200605400.0,1,,7365,3,1,20111200605401.0,2977.28,1,100,1010,60286
2013,93654,2977.28,20111200605400.0,1,,7365,3,2,20111200605402.0,3484.06,1,100,310,21007
2013,93655,2037.73,20120100401400.0,1,,7365,3,1,20120100401401.0,2037.73,1,651,9920,10
2013,93655,2037.73,20120100401400.0,1,,7365,3,2,20120100401402.0,2037.73,2,651,5400,20810
2013,93655,2037.73,20120100401400.0,1,,7365,3,3,20120100401403.0,2511.64,1,651,9920,0
2013,93657,3575.76,20120100579000.0,1,,7365,3,1,20120100579001.0,3575.76,1,100,110,70100
2013,93659,2176.28,20120100442100.0,1,,7365,3,1,20120100442101.0,2176.28,1,651,9920,600
2013,93659,2176.28,20120100442100.0,1,,7365,3,2,20120100442102.0,2176.28,2,651,9920,7284
2013,93659,2176.28,20120100442100.0,1,,7365,3,3,20120100442103.0,2511.64,1,651,7200,16640
2013,93660,1766.8,20120100450700.0,1,,7365,3,1,20120100450701.0,1766.8,2,651,5400,8400
2013,93660,1766.8,20120100450700.0,1,,7365,3,2,20120100450702.0,2511.64,1,651,4610,3000
2013,93660,1766.8,20120100450700.0,1,,7365,3,3,20120100450704.0,1654.24,2,651,9920,99999999
2013,93660,1766.8,20120100450700.0,1,,7365,3,4,20120100450703.0,2425.17,1,651,9920,99999999
2013,93661,2174.68,20120100406400.0,1,,7365,3,1,20120100406401.0,2174.68,2,651,9920,11807
2013,93666,3170.58,20120100588600.0,1,,7365,3,1,20120100588601.0,3170.58,2,100,1020,95000
2013,93666,3170.58,20120100588600.0,1,,7365,3,2,20120100588602.0,3170.58,2,100,430,32160
2013,93668,1991.15,20120100441900.0,1,,7365,3,1,20120100441901.0,1991.15,1,651,9920,25937
2013,93669,3584.52,20120100379000.0,1,,7365,3,1,20120100379001.0,3584.52,1,100,8610,108181
2013,93670,3655.95,20120100415900.0,1,,7365,3,1,20120100415901.0,3655.95,1,100,2320,92020
2013,93671,1899.42,20120200461600.0,1,,7365,3,1,20120200461601.0,1899.42,1,651,9920,92909
2013,93671,1899.42,20120200461600.0,1,,7365,3,2,20120200461602.0,1899.42,2,651,3130,40002
2013,93673,3199.07,20130200368100.0,1,,7365,3,1,20130200368101.0,3199.07,1,100,1800,152442
2013,93673,3199.07,20130200368100.0,1,,7365,3,2,20130200368103.0,2564.32,1,100,1000,98766
2013,93673,3199.07,20130200368100.0,1,,7365,3,3,20130200368104.0,3566.9,1,100,1020,68173
2013,93674,1559.1,20120200454300.0,1,,7365,3,1,20120200454301.0,1559.1,1,651,530,36000
2013,93674,1559.1,20120200454300.0,1,,7365,3,2,20120200454303.0,1306.21,1,651,9920,0
2013,93674,1559.1,20120200454300.0,1,,7365,3,3,20120200454302.0,1893.42,1,651,430,75093
2013,93676,3343.27,20120200412100.0,1,,7365,3,1,20120200412101.0,3343.27,1,100,9920,24000
2013,93676,3343.27,20120200412100.0,1,,7365,3,2,20120200412102.0,3566.9,1,100,710,20605
2013,93676,3343.27,20120200412100.0,1,,7365,3,3,20120200412103.0,3566.9,1,100,710,20605
2013,93677,1848.84,20130200394800.0,1,,7365,3,1,20130200394801.0,1848.84,1,651,8610,109460
2013,93677,1848.84,20130200394800.0,1,,7365,3,2,20130200394802.0,1848.84,2,651,3060,120808
2013,93678,1827.29,20130200489300.0,1,,7365,3,1,20130200489301.0,1827.29,1,651,9920,101819
2013,93678,1827.29,20130200489300.0,1,,7365,3,2,20130200489303.0,1949.52,1,651,9920,93020
2013,93678,1827.29,20130200489300.0,1,,7365,3,3,20130200489302.0,1949.52,1,651,9920,80020
2013,93680,1564.24,20120200548900.0,1,,7365,3,1,20120200548901.0,1564.24,1,651,9130,0
2013,93681,1904.01,20120200597700.0,1,,7365,3,1,20120200597701.0,1904.01,1,651,4720,40000
2013,93681,1904.01,20120200597700.0,1,,7365,3,2,20120200597702.0,1904.01,2,651,4720,30000
2013,93683,1775.12,20120200462500.0,1,,7365,3,1,20120200462501.0,1775.12,2,100,3130,66677
2013,93683,1775.12,20120200462500.0,1,,7365,3,2,20120200462502.0,1728.28,2,200,9920,8945
2013,93684,1899.42,20120200384700.0,1,,7365,3,1,20120200384701.0,1899.42,2,651,9640,6300
2013,93684,1899.42,20120200384700.0,1,,7365,3,2,20120200384702.0,1899.42,1,651,1300,25000
2013,93684,1899.42,20120200384700.0,1,,7365,3,3,20120200384703.0,1904.01,2,651,800,69000
2013,93684,1899.42,20120200384700.0,1,,7365,3,4,20120200384704.0,1692.49,1,651,4220,12800
2013,93684,1899.42,20120200384700.0,1,,7365,3,5,20120200384705.0,1692.49,2,651,9640,300
2013,93687,1700.73,20120200603900.0,1,,7365,3,1,20120200603901.0,1700.73,2,100,2630,39000
2013,93687,1700.73,20120200603900.0,1,,7365,3,2,20120200603902.0,1700.73,1,100,20,346000
2013,93687,1700.73,20120200603900.0,1,,7365,3,3,20120200603904.0,1565.46,1,100,9920,99999999
2013,93687,1700.73,20120200603900.0,1,,7365,3,4,20120200603903.0,1435.04,1,100,9920,99999999
2013,93688,3199.07,20120200403500.0,1,,7365,3,1,20120200403501.0,3199.07,1,100,1010,39700
2013,93689,3157.01,20120200604900.0,1,,7365,3,1,20120200604902.0,3157.01,2,100,9920,0
2013,93689,3157.01,20120200604900.0,1,,7365,3,2,20120200604903.0,2377.18,1,100,9920,27601
2013,93690,1665.67,20120500600800.0,1,,7365,3,1,20120500600801.0,1665.67,1,100,2100,50000
2013,93690,1665.67,20120500600800.0,1,,7365,3,2,20120500600802.0,1665.67,2,100,840,67288
2013,93691,1625.69,20120300596300.0,1,,7365,3,1,20120300596301.0,1625.69,1,100,1010,60000
2013,93691,1625.69,20120300596300.0,1,,7365,3,2,20120300596307.0,2127.68,1,100,4000,35250
2013,93691,1625.69,20120300596300.0,1,,7365,3,3,20120300596306.0,2057.64,1,100,1010,87400
2013,93691,1625.69,20120300596300.0,1,,7365,3,4,20120300596308.0,2088.81,1,100,9920,0
2013,93691,1625.69,20120300596300.0,1,,7365,3,5,20120300596309.0,2088.81,1,100,4030,12000
2013,93692,2453.79,20120300511900.0,1,,7365,3,1,20120300511901.0,2453.79,1,300,4000,14000
2013,93692,2453.79,20120300511900.0,1,,7365,3,2,20120300511902.0,3596.98,1,300,4000,14000
2013,93692,2453.79,20120300511900.0,1,,7365,3,3,20120300511903.0,3189.92,1,300,4610,14000
2013,93692,2453.79,20120300511900.0,1,,7365,3,4,20120300511907.0,3557.24,1,300,4030,14000
2013,93693,1530.17,20120300565900.0,1,,7365,3,1,20120300565901.0,1530.17,1,651,4650,22080
2013,93693,1530.17,20120300565900.0,1,,7365,3,2,20120300565902.0,1604.67,2,651,9920,16896
2013,93693,1530.17,20120300565900.0,1,,7365,3,3,20120300565903.0,1604.67,1,651,7200,16896
2013,93693,1530.17,20120300565900.0,1,,7365,3,4,20120300565904.0,2089.42,1,651,4030,26000
2013,93694,2898.55,20120300387700.0,1,,7365,3,1,20120300387701.0,2898.55,1,300,6260,14000
2013,93694,2898.55,20120300387700.0,1,,7365,3,2,20120300387702.0,2898.55,2,300,4030,5202
2013,93694,2898.55,20120300387700.0,1,,7365,3,3,20120300387703.0,2936.1,2,300,9920,99999999
2013,93695,1609.66,20120300523700.0,1,,7365,3,1,20120300523701.0,1609.66,2,651,9100,17200
2013,93695,1609.66,20120300523700.0,1,,7365,3,2,20120300523702.0,1531.97,1,651,9920,20
2013,93695,1609.66,20120300523700.0,1,,7365,3,3,20120300523703.0,1481.22,1,651,9920,99999999
2013,93696,2097.07,20120300596400.0,1,,7365,3,1,20120300596401.0,2097.07,2,810,9140,38518
2013,93696,2097.07,20120300596400.0,1,,7365,3,2,20120300596402.0,1464.6,1,810,9920,13295
2013,93698,1757.15,20120300566000.0,1,,7365,3,1,20120300566001.0,1757.15,2,100,5000,3000
2013,93698,1757.15,20120300566000.0,1,,7365,3,2,20120300566002.0,1757.15,2,651,4350,100082
2013,93698,1757.15,20120300566000.0,1,,7365,3,3,20120300566003.0,1984.43,2,651,9920,99999999
2013,93699,1609.66,20120300560800.0,1,,7365,3,1,20120300560801.0,1609.66,1,100,1300,1906
2013,93699,1609.66,20120300560800.0,1,,7365,3,2,20120300560802.0,1609.66,2,651,1910,32400
2013,93699,1609.66,20120300560800.0,1,,7365,3,3,20120300560803.0,1810.33,1,803,9920,99999999
2013,93700,2893.79,20130300428400.0,1,,7365,3,1,20130300428401.0,2893.79,1,100,1020,205750
2013,93700,2893.79,20130300428400.0,1,,7365,3,2,20130300428402.0,2893.79,2,100,1000,148751
2013,93703,3666.05,20120300566900.0,1,,7365,3,1,20120300566901.0,3666.05,1,100,2100,1221998
2013,93703,3666.05,20120300566900.0,1,,7365,3,2,20120300566902.0,3666.05,1,100,2140,102500
2013,93704,1682.95,20120300585300.0,1,,7365,3,1,20120300585301.0,1682.95,2,100,3000,5485
2013,93704,1682.95,20120300585300.0,1,,7365,3,2,20120300585302.0,1682.95,1,100,30,166285
2013,93704,1682.95,20120300585300.0,1,,7365,3,3,20120300585305.0,1556.48,1,100,9920,99999999
2013,93704,1682.95,20120300585300.0,1,,7365,3,4,20120300585304.0,1635.12,2,100,9920,99999999
2013,93704,1682.95,20120300585300.0,1,,7365,3,5,20120300585303.0,1780.47,2,100,9920,99999999
2013,93705,1604.67,20120300526300.0,1,,7365,3,1,20120300526301.0,1604.67,2,651,9920,18699
2013,93706,3155.54,20120300473100.0,1,,7365,3,1,20120300473101.0,3155.54,2,100,620,52600
2013,93707,2893.79,20120300509000.0,1,,7365,3,1,20120300509001.0,2893.79,2,100,2140,33045
2013,93708,3447.39,20120300406900.0,1,,7365,3,1,20120300406901.0,3447.39,1,100,800,120005
2013,93709,1668.42,20120300494600.0,1,,7365,3,1,20120300494601.0,1668.42,2,100,9920,17160
2013,93709,1668.42,20120300494600.0,1,,7365,3,2,20120300494602.0,1413.44,2,100,9920,0
2013,93710,3134.1,20121200392800.0,1,,7365,3,1,20121200392801.0,3134.1,1,100,20,170212
2013,93710,3134.1,20121200392800.0,1,,7365,3,2,20121200392802.0,3134.1,1,100,30,225200
2013,93713,2994.77,20121200556900.0,1,,7365,3,1,20121200556901.0,2994.77,1,100,1020,158100
